,genres,app_name,Item_name,Hours_Played,release_year,sentiment_analysis
867,Adventure,The Walking Dead: Season 2,The Walking Dead: Season Two,9.27,2013,2
868,Adventure,Terraria,Terraria,131.53,2011,2
869,RPG,Defiance,Defiance,120.2,2014,2
870,Adventure,Rust,Rust,2.23,2013,2
871,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,7.12,2012,2
872,Action,Terraria,Terraria,1.72,2011,2
873,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,220.68,2012,2
874,Indie,Terraria,Terraria,9.32,2011,0
875,Simulation,Garry's Mod,Garry's Mod,105.35,2006,2
876,Indie,Gear Up,Gear Up,12.85,2015,2
877,Simulation,Garry's Mod,Garry's Mod,263.13,2006,2
878,Action,Left 4 Dead 2,Left 4 Dead 2,4.45,2009,2
879,Action,Evolve Stage 2,Evolve Stage 2,1.75,2015,2
880,Adventure,Brutal Legend,Brütal Legend,0.0,2013,2
881,Massively Multiplayer,Realm of the Mad God,Realm of the Mad God,1.83,2012,0
882,Indie,Risk of Rain,Risk of Rain,13.77,2013,2
883,Simulation,Garry's Mod,Garry's Mod,43.8,2006,2
884,Strategy,Total War™: ROME II - Emperor Edition,Total War: ROME II - Emperor Edition,50.68,2013,2
885,Free to Play,Evolve Stage 2,Evolve Stage 2,0.0,2015,2
886,Action,Counter-Strike: Source,Counter-Strike: Source,160.05,2004,2
887,Indie,The Stanley Parable,The Stanley Parable,1.85,2013,2
888,Massively Multiplayer,Rust,Rust,60.8,2013,2
889,Simulation,Garry's Mod,Garry's Mod,527.33,2006,2
890,Adventure,Just Cause 2,Just Cause 2,19.18,2010,0
891,Indie,DayZ,DayZ,8.15,2013,0
892,Indie,Loadout,Loadout,0.35,2014,2
893,Action,Rogue Legacy,Rogue Legacy,0.15,2013,2
894,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,43.42,2012,2
895,Indie,The Binding of Isaac,The Binding of Isaac,2.75,2011,2
896,Indie,Terraria,Terraria,3.93,2011,2
897,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,113.8,2012,2
898,Simulation,Garry's Mod,Garry's Mod,2.08,2006,2
899,Indie,Garry's Mod,Garry's Mod,238.93,2006,2
900,RPG,Terraria,Terraria,1.05,2011,2
901,Indie,Garry's Mod,Garry's Mod,3446.82,2006,1
902,Massively Multiplayer,PlanetSide 2,PlanetSide 2,58.57,2012,2
903,Indie,Ace of Spades: Battle Builder,Ace of Spades,14.77,2012,2
904,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,8.63,2012,2
905,Action,Terraria,Terraria,3.42,2011,2
906,Action,Unturned,Unturned,33.58,2017,2
907,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,26.68,2012,0
908,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,86.87,2012,2
909,Free to Play,Robocraft,Robocraft,12.43,2017,1
910,Action,Saints Row IV,Saints Row IV,96.73,2013,2
911,Adventure,Terraria,Terraria,77.58,2011,2
912,Strategy,Sid Meier's Civilization® V,Sid Meier's Civilization V,2.92,2010,0
913,Action,Terraria,Terraria,76.97,2011,2
914,Free to Play,Heroes & Generals,Heroes & Generals,9.32,2016,2
915,Free to Play,PlanetSide 2,PlanetSide 2,0.0,2012,2
916,Action,Unturned,Unturned,0.0,2017,2
917,Indie,Unturned,Unturned,43.45,2017,2
918,Casual,Unturned,Unturned,0.0,2017,2
919,Adventure,Contagion,Contagion,15.82,2013,2
920,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,170.03,2012,2
921,RPG,Starbound,Starbound,30.97,2016,1
922,Action,The Binding of Isaac,The Binding of Isaac,32.28,2011,2
923,Action,Warframe,Warframe,2.65,2013,2
924,Action,Contagion,Contagion,1.4,2013,2
925,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,21.27,2012,0
926,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,386.57,2012,0
927,Casual,Unturned,Unturned,9.63,2017,2
928,Strategy,Toribash,Toribash,0.0,2006,0
929,Free to Play,Unturned,Unturned,12.12,2017,0
930,Indie,Garry's Mod,Garry's Mod,5.65,2006,2
931,Massively Multiplayer,DayZ,DayZ,5.02,2013,2
932,Indie,No More Room in Hell,No More Room in Hell,0.1,2011,2
933,Action,Unturned,Unturned,1.58,2017,2
934,Action,Left 4 Dead 2,Left 4 Dead 2,0.07,2009,0
935,Action,Unturned,Unturned,0.33,2017,2
936,Indie,Garry's Mod,Garry's Mod,2.02,2006,2
937,Indie,Relic Hunters Zero,Relic Hunters Zero,0.0,2015,2
938,Simulation,Five Nights at Freddy's,Five Nights at Freddy's,0.78,2014,0
939,Simulation,Garry's Mod,Garry's Mod,320.78,2006,2
940,Free to Play,Warframe,Warframe,333.42,2013,2
941,Sports,Rocket League®,Rocket League,25.08,2015,0
942,RPG,Torchlight II,Torchlight II,20.3,2012,2
943,Indie,Unturned,Unturned,1.22,2017,2
944,Simulation,I am Bread,I am Bread,0.2,2015,2
945,RPG,Rust,Rust,2.22,2013,2
946,RPG,Fallout: New Vegas,Fallout: New Vegas,220.93,2010,2
947,Action,Bastion,Bastion,0.02,2011,1
948,Indie,Awesomenauts - the 2D moba,Awesomenauts,4.38,2012,0
949,Action,DayZ,DayZ,45.42,2013,2
950,Indie,Nuclear Throne,Nuclear Throne,13.18,2015,2
951,Simulation,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Rising Storm/Red Orchestra 2 Multiplayer,69.83,2011,2
952,RPG,Terraria,Terraria,128.0,2011,2
953,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,51.7,2012,2
954,Casual,Unturned,Unturned,3.22,2017,2
955,Action,The Binding of Isaac: Rebirth,The Binding of Isaac: Rebirth,178.93,2014,0
956,Indie,Emily is Away,Emily is Away,1.0,2015,2
957,Early Access,DayZ,DayZ,140.17,2013,0
958,Adventure,The Binding of Isaac,The Binding of Isaac,63.63,2011,2
959,Massively Multiplayer,PlanetSide 2,PlanetSide 2,106.3,2012,2
960,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,227.02,2012,0
961,Action,Saints Row IV,Saints Row IV,10.6,2013,0
962,Indie,Broforce,Broforce,4.7,2015,0
963,RPG,Trove,Trove,0.08,2015,2
964,Action,No More Room in Hell,No More Room in Hell,0.0,2011,2
965,Massively Multiplayer,Rust,Rust,603.7,2013,2
966,Action,Robocraft,Robocraft,6.32,2017,2
967,Indie,Terraria,Terraria,153.82,2011,2
968,Adventure,Rust,Rust,20.65,2013,2
969,Adventure,Emily is Away,Emily is Away,1.17,2015,2
970,Indie,Garry's Mod,Garry's Mod,246.1,2006,2
971,Simulation,Don't Starve Together,Don't Starve Together,0.0,2016,2
972,Adventure,Portal 2,Portal 2,186.2,2011,2
973,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,647.82,2012,2
974,Indie,Don't Starve Together,Don't Starve Together,1.5,2016,2
975,RPG,Mount & Blade: Warband,Mount & Blade: Warband,103.15,2010,2
976,Action,Devil May Cry 4,Devil May Cry 4,0.0,2008,2
977,RPG,Rust,Rust,67.12,2013,2
978,Action,ORION: Prelude,ORION: Prelude,4.85,2013,2
979,Simulation,Goat Simulator,Goat Simulator,1.28,2014,2
980,Adventure,Cry of Fear,Cry of Fear,0.87,2013,2
981,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,344.05,2012,2
982,Massively Multiplayer,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Rising Storm/Red Orchestra 2 Multiplayer,44.58,2011,2
983,Massively Multiplayer,Counter-Strike Nexon: Zombies,Counter-Strike Nexon: Zombies,0.0,2014,2
984,Simulation,Don't Starve Together,Don't Starve Together,0.0,2016,0
985,Massively Multiplayer,DayZ,DayZ,32.3,2013,0
986,Indie,Garry's Mod,Garry's Mod,13.08,2006,2
987,Indie,Terraria,Terraria,0.0,2011,2
988,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,66.1,2012,2
989,Adventure,Batman™: Arkham Origins,Batman™: Arkham Origins,3.98,2013,2
990,Action,Dungeon Defenders II,Dungeon Defenders II,18.52,2017,2
991,Action,Left 4 Dead 2,Left 4 Dead 2,2.08,2009,2
992,RPG,Bastion,Bastion,0.83,2011,2
993,Action,Rust,Rust,1.28,2013,2
994,Indie,Insurgency,Insurgency,2.33,2014,2
995,Simulation,Garry's Mod,Garry's Mod,0.25,2006,2
996,Simulation,Garry's Mod,Garry's Mod,430.32,2006,0
997,Free to Play,Unturned,Unturned,0.0,2017,2
998,Action,Left 4 Dead 2,Left 4 Dead 2,11.38,2009,2
999,Simulation,Universe Sandbox,Universe Sandbox,0.0,2011,0
1000,Action,Terraria,Terraria,34.62,2011,2
1001,Adventure,Terraria,Terraria,39.8,2011,2
1002,Indie,Hotline Miami,Hotline Miami,0.0,2012,2
1003,Adventure,Unturned,Unturned,6.18,2017,2
1004,RPG,Terraria,Terraria,33.45,2011,2
1005,Massively Multiplayer,Robocraft,Robocraft,0.0,2017,2
1006,Action,Arma 3,Arma 3,308.62,2013,2
1007,Action,Rust,Rust,1.27,2013,2
1008,Action,Grand Theft Auto: San Andreas,Grand Theft Auto: San Andreas,44.52,2005,0
1009,Free to Play,Unturned,Unturned,104.88,2017,2
1010,Massively Multiplayer,Realm of the Mad God,Realm of the Mad God,2.27,2012,2
1011,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,740.53,2012,0
1012,Action,Left 4 Dead 2,Left 4 Dead 2,14.75,2009,0
1013,Indie,Unturned,Unturned,3.67,2017,2
1014,Free to Play,Codename CURE,Codename CURE,0.0,2017,2
1015,Massively Multiplayer,Warface,Warface,35.28,2014,0
1016,RPG,Terraria,Terraria,3.93,2011,2
1017,Massively Multiplayer,DayZ,DayZ,0.1,2013,0
1018,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,162.07,2012,2
1019,RPG,Starbound,Starbound,111.55,2016,2
1020,Indie,Unturned,Unturned,4.45,2017,2
1021,Action,Counter-Strike: Source,Counter-Strike: Source,6.77,2004,0
1022,Simulation,Garry's Mod,Garry's Mod,21.9,2006,2
1023,Free to Play,Heroes & Generals,Heroes & Generals,0.38,2016,2
1024,Indie,Garry's Mod,Garry's Mod,245.82,2006,2
1025,Adventure,Starbound,Starbound,151.25,2016,2
1026,Indie,Garry's Mod,Garry's Mod,2615.57,2006,2
1027,Strategy,Tropico 4,Tropico 4,0.22,2011,2
1028,RPG,Realm of the Mad God,Realm of the Mad God,4.48,2012,0
1029,Early Access,Rust,Rust,2.9,2013,2
1030,Simulation,Goat Simulator,Goat Simulator,0.7,2014,2
1031,RPG,Rust,Rust,1.07,2013,0
1032,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,181.97,2012,2
1033,Free to Play,Unturned,Unturned,0.67,2017,2
1034,Indie,POSTAL 2,POSTAL 2,3.98,2003,2
1035,Adventure,Unturned,Unturned,57.82,2017,1
1036,Adventure,Unturned,Unturned,0.0,2017,0
1037,Massively Multiplayer,DayZ,DayZ,55.67,2013,0
1038,Casual,Clicker Heroes,Clicker Heroes,17.18,2015,2
1039,Action,BioShock Infinite,BioShock Infinite,19.67,2013,2
1040,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,569.3,2012,2
1041,Free to Play,Unturned,Unturned,0.03,2017,0
1042,Action,Borderlands 2,Borderlands 2,41.85,2012,2
1043,Indie,Unturned,Unturned,0.8,2017,2
1044,RPG,Borderlands 2,Borderlands 2,44.17,2012,2
1045,Free to Play,Dirty Bomb®,Dirty Bomb,0.27,2015,0
1046,RPG,Borderlands 2,Borderlands 2,107.3,2012,2
1047,Action,DayZ,DayZ,1.88,2013,2
1048,Action,DayZ,DayZ,40.67,2013,1
1049,Free to Play,Warframe,Warframe,3.75,2013,2
1050,Adventure,Rust,Rust,0.0,2013,2
1051,Adventure,Terraria,Terraria,15.42,2011,2
1052,Adventure,Castle Crashers®,Castle Crashers,0.53,2012,2
1053,Action,No Man's Sky,No Man's Sky,8.75,2016,2
1054,Indie,The Forest,The Forest,0.78,2014,2
1055,Action,Realm of the Mad God,Realm of the Mad God,505.63,2012,2
1056,Indie,Unturned,Unturned,32.85,2017,2
1057,Action,Killing Floor,Killing Floor,1.15,2009,0
1058,Action,Grand Theft Auto V,Grand Theft Auto V,192.67,2015,2
1059,Strategy,Insurgency,Insurgency,7.57,2014,2
1060,Free to Play,Unturned,Unturned,0.27,2017,2
1061,Indie,Garry's Mod,Garry's Mod,1.13,2006,2
1062,Indie,Chivalry: Medieval Warfare,Chivalry: Medieval Warfare,6.35,2012,2
1063,Action,Rust,Rust,106.8,2013,2
1064,Simulation,Mount Your Friends,Mount Your Friends,5.87,2014,2
1065,RPG,Borderlands 2,Borderlands 2,0.17,2012,2
1066,Simulation,Garry's Mod,Garry's Mod,20.32,2006,2
1067,Action,Rust,Rust,405.88,2013,2
1068,Action,Unturned,Unturned,39.12,2017,0
1069,Indie,Insurgency,Insurgency,14.45,2014,2
1070,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,4.63,2012,2
1071,Indie,Ace of Spades: Battle Builder,Ace of Spades,22.53,2012,2
1072,Action,Saints Row 2,Saints Row 2,36.45,2009,2
1073,Indie,Robocraft,Robocraft,7.48,2017,2
1074,RPG,Borderlands 2,Borderlands 2,86.8,2012,2
1075,RPG,Spiral Knights,Spiral Knights,18.92,2011,2
1076,Indie,Insurgency,Insurgency,0.62,2014,2
1077,Indie,Terraria,Terraria,17.98,2011,2
1078,Indie,Transformice,Transformice,0.0,2015,2
1079,Indie,Garry's Mod,Garry's Mod,21.2,2006,2
1080,Action,Counter-Strike: Source,Counter-Strike: Source,2.15,2004,0
1081,Early Access,Rust,Rust,64.57,2013,2
1082,Indie,Terraria,Terraria,45.5,2011,2
1083,Action,Unturned,Unturned,63.25,2017,2
1084,Action,Tomb Raider,Tomb Raider,0.43,2013,2
1085,Action,Gotham City Impostors Free to Play,Gotham City Impostors: Free To Play,0.0,2012,2
1086,Free to Play,Warframe,Warframe,25.93,2013,2
1087,Action,Left 4 Dead 2,Left 4 Dead 2,36.68,2009,2
1088,Action,PAYDAY™ The Heist,PAYDAY: The Heist,0.95,2011,2
1089,Indie,Heroes & Generals,Heroes & Generals,0.97,2016,2
1090,Action,Warframe,Warframe,15.1,2013,2
1091,Adventure,Mirror's Edge™,Mirror's Edge,0.53,2009,2
1092,Indie,Garry's Mod,Garry's Mod,70.3,2006,0
1093,Action,Half-Life,Half-Life,6.8,1998,2
1094,Indie,Terraria,Terraria,104.85,2011,2
1095,Simulation,Garry's Mod,Garry's Mod,0.43,2006,2
1096,Action,Portal 2,Portal 2,0.68,2011,2
1097,Adventure,Unturned,Unturned,0.25,2017,0
1098,Action,Gunpoint,Gunpoint,0.0,2013,2
1099,Simulation,Robocraft,Robocraft,1.37,2017,2
1100,RPG,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,Hyperdimension Neptunia Re;Birth1,0.83,2015,2
1101,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,39.2,2012,2
1102,Indie,Garry's Mod,Garry's Mod,4.33,2006,2
1103,Massively Multiplayer,Robocraft,Robocraft,25.78,2017,2
1104,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,358.55,2012,2
1105,Action,Killing Floor,Killing Floor,2.63,2009,2
1106,Free to Play,Unturned,Unturned,16.43,2017,0
1107,Indie,Garry's Mod,Garry's Mod,0.37,2006,2
1108,Action,Half-Life,Half-Life,0.12,1998,2
1109,RPG,To the Moon,To the Moon,0.0,2011,2
1110,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,29.8,2012,2
1111,RPG,Terraria,Terraria,61.17,2011,2
1112,Massively Multiplayer,Heroes & Generals,Heroes & Generals,0.0,2016,2
1113,Indie,DayZ,DayZ,2.77,2013,0
1114,Adventure,The Binding of Isaac,The Binding of Isaac,91.52,2011,2
1115,Early Access,Rust,Rust,157.87,2013,2
1116,RPG,Robocraft,Robocraft,1.1,2017,2
1117,Casual,Unturned,Unturned,37.65,2017,0
1118,RPG,Clicker Heroes,Clicker Heroes,0.1,2015,2
1119,Indie,Unturned,Unturned,36.35,2017,2
1120,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,9.38,2012,2
1121,Action,Super Hexagon,Super Hexagon,1.05,2012,2
1122,Free to Play,Defiance,Defiance,2.0,2014,2
1123,Adventure,Terraria,Terraria,75.92,2011,2
1124,Action,Rust,Rust,56.63,2013,2
1125,Indie,Garry's Mod,Garry's Mod,95.85,2006,2
1126,Free to Play,Dirty Bomb®,Dirty Bomb,164.38,2015,2
1127,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,11.05,2012,2
1128,Indie,World of Guns: Gun Disassembly,World of Guns: Gun Disassembly,0.0,2014,2
1129,Adventure,Starbound,Starbound,0.45,2016,2
1130,Action,Warframe,Warframe,0.0,2013,2
1131,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1.57,2012,2
1132,Indie,Garry's Mod,Garry's Mod,409.4,2006,1
1133,Casual,Unturned,Unturned,16.02,2017,2
1134,RPG,Terraria,Terraria,335.4,2011,2
1135,Action,Left 4 Dead 2,Left 4 Dead 2,5.82,2009,2
1136,Indie,Garry's Mod,Garry's Mod,1272.27,2006,2
1137,Free to Play,PlanetSide 2,PlanetSide 2,0.27,2012,2
1138,Simulation,Garry's Mod,Garry's Mod,307.8,2006,2
1139,Free to Play,Clicker Heroes,Clicker Heroes,179.92,2015,2
1140,Indie,Reign Of Kings,Reign Of Kings,0.0,2015,2
1141,Action,Mount & Blade: Warband,Mount & Blade: Warband,142.03,2010,2
1142,Indie,Super Hexagon,Super Hexagon,15.48,2012,2
1143,Casual,Unturned,Unturned,1.6,2017,2
1144,Simulation,Garry's Mod,Garry's Mod,312.2,2006,2
1145,Indie,Garry's Mod,Garry's Mod,450.7,2006,2
1146,Simulation,Garry's Mod,Garry's Mod,29.77,2006,2
1147,RPG,Rust,Rust,16.23,2013,2
1148,Free to Play,Dirty Bomb®,Dirty Bomb,0.07,2015,2
1149,Strategy,Awesomenauts - the 2D moba,Awesomenauts,45.28,2012,2
1150,Simulation,Garry's Mod,Garry's Mod,99.87,2006,2
1151,Action,Grand Theft Auto V,Grand Theft Auto V,0.0,2015,2
1152,Action,SpeedRunners,SpeedRunners,9.6,2016,2
1153,Free to Play,GunZ 2: The Second Duel,GunZ 2: The Second Duel,0.0,2014,0
1154,Indie,Garry's Mod,Garry's Mod,50.07,2006,2
1155,Action,Terraria,Terraria,45.5,2011,2
1156,Massively Multiplayer,Rust,Rust,17.17,2013,2
1157,Simulation,Robocraft,Robocraft,25.72,2017,2
1158,Adventure,Unturned,Unturned,0.67,2017,0
1159,Simulation,Garry's Mod,Garry's Mod,4.75,2006,2
1160,Action,Counter-Strike: Source,Counter-Strike: Source,1.85,2004,2
1161,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1667.82,2012,1
1162,Free to Play,Heroes & Generals,Heroes & Generals,0.0,2016,2
1163,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,0.03,2012,2
1164,Early Access,The Forest,The Forest,19.1,2014,2
1165,Simulation,Garry's Mod,Garry's Mod,1.62,2006,2
1166,Free to Play,PlanetSide 2,PlanetSide 2,0.37,2012,2
1167,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,26.52,2012,2
1168,Massively Multiplayer,PlanetSide 2,PlanetSide 2,0.0,2012,2
1169,Action,The Binding of Isaac,The Binding of Isaac,0.0,2011,0
1170,Indie,Insurgency,Insurgency,0.4,2014,2
1171,Free to Play,Warframe,Warframe,40.48,2013,2
1172,Indie,Garry's Mod,Garry's Mod,0.02,2006,2
1173,Action,Half-Life 2,Half-Life 2,3.6,2004,2
1174,Indie,Rust,Rust,4.15,2013,2
1175,Free to Play,Warframe,Warframe,7.28,2013,2
1176,Free to Play,Unturned,Unturned,1.02,2017,2
1177,Action,Grand Theft Auto V,Grand Theft Auto V,159.95,2015,2
1178,Indie,Rust,Rust,255.03,2013,2
1179,Free to Play,Unturned,Unturned,0.13,2017,0
1180,Free to Play,Fistful of Frags,Fistful of Frags,20.03,2014,2
1181,Action,PAYDAY™ The Heist,PAYDAY: The Heist,2.52,2011,2
1182,Indie,Unturned,Unturned,117.87,2017,2
1183,Free to Play,Unturned,Unturned,92.08,2017,2
1184,Free to Play,No More Room in Hell,No More Room in Hell,0.0,2011,2
1185,Adventure,Portal 2,Portal 2,3.82,2011,2
1186,Early Access,Rust,Rust,0.08,2013,2
1187,Free to Play,Counter-Strike Nexon: Zombies,Counter-Strike Nexon: Zombies,0.0,2014,2
1188,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,319.35,2012,0
1189,Action,Mirror's Edge™,Mirror's Edge,0.0,2009,2
1190,Action,Left 4 Dead 2,Left 4 Dead 2,7.63,2009,2
1191,Indie,Rust,Rust,0.0,2013,2
1192,Action,Unturned,Unturned,1.9,2017,2
1193,Massively Multiplayer,Heroes & Generals,Heroes & Generals,0.08,2016,2
1194,Adventure,Unturned,Unturned,84.3,2017,0
1195,Simulation,Garry's Mod,Garry's Mod,6.58,2006,2
1196,Action,Portal 2,Portal 2,3.35,2011,2
1197,Simulation,Garry's Mod,Garry's Mod,1.47,2006,2
1198,Action,Portal 2,Portal 2,20.45,2011,2
1199,Indie,Don't Starve Together,Don't Starve Together,3.63,2016,2
1200,Massively Multiplayer,DayZ,DayZ,23.53,2013,2
1201,Indie,Unturned,Unturned,1.15,2017,2
1202,Indie,Rust,Rust,731.52,2013,2
1203,Adventure,BattleBlock Theater®,BattleBlock Theater,7.75,2014,2
1204,Free to Play,PlanetSide 2,PlanetSide 2,0.73,2012,2
1205,Casual,Trove,Trove,29.68,2015,2
1206,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,95.52,2012,0
1207,Adventure,Unturned,Unturned,0.0,2017,2
1208,Indie,Bastion,Bastion,6.53,2011,2
1209,Free to Play,PlanetSide 2,PlanetSide 2,0.0,2012,2
1210,RPG,BioShock™,BioShock,6.48,2007,2
1211,Free to Play,PlanetSide 2,PlanetSide 2,5.33,2012,2
1212,Simulation,Garry's Mod,Garry's Mod,1551.28,2006,0
1213,Action,Grand Theft Auto V,Grand Theft Auto V,32.63,2015,2
1214,Adventure,Unturned,Unturned,2.63,2017,2
1215,Action,PAYDAY™ The Heist,PAYDAY: The Heist,0.6,2011,0
1216,Action,DayZ,DayZ,5.05,2013,2
1217,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,4.13,2012,2
1218,Indie,DayZ,DayZ,0.92,2013,2
1219,Adventure,Terraria,Terraria,24.57,2011,2
1220,Action,APB Reloaded,APB Reloaded,1.27,2011,2
1221,Simulation,FTL: Faster Than Light,FTL: Faster Than Light,0.0,2012,2
1222,Early Access,Besiege,Besiege,9.63,2015,2
1223,Action,Left 4 Dead 2,Left 4 Dead 2,8.87,2009,2
1224,Strategy,Arma 3,Arma 3,22.77,2013,2
1225,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,16.52,2012,2
1226,Adventure,Life is Strange - Episode 1,Life Is Strange™,26.73,2015,2
1227,Indie,DayZ,DayZ,2.72,2013,0
1228,Simulation,Garry's Mod,Garry's Mod,54.12,2006,2
1229,Action,BioShock™,BioShock,0.1,2007,2
1230,Massively Multiplayer,DayZ,DayZ,35.22,2013,1
1231,Adventure,Unturned,Unturned,9.4,2017,2
1232,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,0.2,2012,2
1233,Indie,Garry's Mod,Garry's Mod,0.15,2006,2
1234,Indie,Unturned,Unturned,13.03,2017,1
1235,Action,Unturned,Unturned,0.0,2017,2
1236,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,138.07,2012,2
1237,Indie,Loadout,Loadout,0.0,2014,2
1238,Casual,Clicker Heroes,Clicker Heroes,0.2,2015,2
1239,Action,Batman™: Arkham Knight,Batman™: Arkham Knight,43.85,2015,1
1240,Indie,ARK: Survival Evolved,ARK: Survival Evolved,0.0,2017,2
1241,Action,Robocraft,Robocraft,6.33,2017,1
1242,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,10.43,2012,2
1243,RPG,Realm of the Mad God,Realm of the Mad God,0.23,2012,2
1244,Action,ORION: Prelude,ORION: Prelude,1.62,2013,0
1245,Adventure,Unturned,Unturned,11.37,2017,2
1246,Racing,Rocket League®,Rocket League,80.9,2015,2
1247,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1155.93,2012,2
1248,Indie,Garry's Mod,Garry's Mod,574.73,2006,2
1249,Indie,Dead Bits,Dead Bits,0.0,2014,2
1250,Action,BioShock Infinite,BioShock Infinite,77.08,2013,2
1251,Action,Woodle Tree Adventures,Woodle Tree Adventures,0.1,2014,2
1252,Free to Play,Unturned,Unturned,1.28,2017,2
1253,Massively Multiplayer,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Rising Storm/Red Orchestra 2 Multiplayer,15.5,2011,2
1254,Action,Rocket League®,Rocket League,68.03,2015,2
1255,RPG,Borderlands 2,Borderlands 2,29.18,2012,2
1256,Massively Multiplayer,PlanetSide 2,PlanetSide 2,0.0,2012,1
1257,Action,S.T.A.L.K.E.R.: Call of Pripyat,S.T.A.L.K.E.R.: Call of Pripyat,19.13,2010,2
1258,Indie,Goat Simulator,Goat Simulator,20.17,2014,2
1259,Massively Multiplayer,Rust,Rust,90.13,2013,2
1260,Adventure,Terraria,Terraria,0.17,2011,0
1261,Action,Fallout: New Vegas,Fallout: New Vegas,62.53,2010,2
1262,Action,No More Room in Hell,No More Room in Hell,0.0,2011,0
1263,Indie,Rocket League®,Rocket League,121.32,2015,2
1264,RPG,Bastion,Bastion,8.37,2011,2
1265,Adventure,Terraria,Terraria,27.1,2011,2
1266,Adventure,Terraria,Terraria,45.02,2011,2
1267,Indie,Super Hexagon,Super Hexagon,1.7,2012,2
1268,Casual,Unturned,Unturned,4.02,2017,2
1269,RPG,Trove,Trove,0.0,2015,2
1270,Adventure,Rust,Rust,3.5,2013,2
1271,Action,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Rising Storm/Red Orchestra 2 Multiplayer,7.95,2011,2
1272,Action,Evolve Stage 2,Evolve Stage 2,0.5,2015,2
1273,Strategy,Gunpoint,Gunpoint,0.55,2013,2
1274,Indie,Gear Up,Gear Up,0.0,2015,2
1275,Massively Multiplayer,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Rising Storm/Red Orchestra 2 Multiplayer,69.83,2011,2
1276,Action,Call of Duty®: Black Ops III,Call of Duty: Black Ops III,20.07,2015,2
1277,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,637.47,2012,2
1278,Action,Insurgency,Insurgency,43.48,2014,2
1279,Action,Warframe,Warframe,4.35,2013,2
1280,Free to Play,Warframe,Warframe,0.0,2013,2
1281,Strategy,Monaco: What's Yours Is Mine,Monaco,0.03,2013,2
1282,Free to Play,Warframe,Warframe,1.95,2013,2
1283,RPG,The Binding of Isaac,The Binding of Isaac,1.08,2011,2
1284,RPG,MapleStory,MapleStory,0.0,2012,2
1285,Action,Portal 2,Portal 2,24.65,2011,2
1286,RPG,ARK: Survival Of The Fittest,ARK: Survival Of The Fittest,0.0,2017,2
1287,Action,Unturned,Unturned,4.43,2017,0
1288,Adventure,The Walking Dead: Season 2,The Walking Dead: Season Two,0.0,2013,2
1289,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,6.37,2012,2
1290,Action,Starbound,Starbound,41.73,2016,2
